-23, -8, 1006
-25, -2, 1008
-24, 0, 1006
-24, 0, 1006
-25, 0, 1008
-24, 1, 1006
-25, -6, 1007
10, 24, 1008
10, 24, 1008
38, -9, 1007
-40, -10, 1007
-111, -14, 1005
-26, -1, 1008
-40, -45, 1005
-40, -45, 1005
-16, 28, 1008
-24, 24, 1010
-41, -5, 995
-37, -5, 1016
5, -7, 1006
5, -7, 1006
-23, -1, 1007
-25, 0, 1005
-24, 0, 1007
-24, 0, 1007
-22, 63, 1009
-21, -31, 1007
-28, -21, 1007
-33, -21, 1007
-27, -4, 1008
-27, -4, 1008
-25, -2, 1008
-24, -2, 1005
-,-,-
-26, -2, 1005
-26, -2, 1005
-27, -5, 1008
-24, 0, 1007
-22, -1, 1007
-25, 0, 1006
-25, 0, 1006
-23, 0, 1007
-5, 51, 1010
-44, -59, 1005
33, 72, 1007
33, 72, 1007
-11, -15, 1004
-34, -15, 1007
-33, -22, 1006
-54, -19, 1007
-53, -15, 1005
-53, -15, 1007
-27, -4, 1007
-29, -7, 1007
-21, 3, 1006
-26, -4, 1005
-125, -75, 1005
46, 53, 1008
46, 53, 1008
5, 18, 1005
-23, 0, 1004
-27, -1, 1006
-27, -1, 1006
-25, -3, 1005
-26, -1, 1008
-15, 0, 1004
-5, 49, 1010
-5, 49, 1010
-24, -21, 1003
-27, -14, 1007
-53, -23, 1007
-27, -4, 1006
-25, -4, 1007
-25, -4, 1007
-25, -3, 1005
-,-,-
-25, 0, 1006
-25, 0, 1006
-24, 0, 1004
-20, 16, 1006
-1, 7, 1007
-1, 7, 1007
-24, 3, 1006
-46, -20, 1003
-38, -22, 1006
-26, -3, 1008
-26, -3, 1008
-24, -2, 1003
-26, -4, 1005
-35, -48, 1005
-12, 31, 1007
-26, 12, 1006
-26, 12, 1006
-24, 0, 1004
-20, -14, 1004
-31, 12, 1009
-25, -2, 1005
-28, -2, 1007
-28, -2, 1007
-23, -1, 1007
-24, -4, 1006
-25, -2, 1006
-24, -1, 1005
-25, -1, 1007
-25, -1, 1007
-25, -1, 1006
-20, -3, 1007
-30, -1, 1006
-27, -2, 1006
-27, -2, 1006
-26, -4, 1006
-25, -1, 1006
-28, 0, 1008
-22, -2, 1004
-28, -1, 1007
-28, -1, 1007
-23, -4, 1006
-25, 0, 1008
-25, -2, 1006
-23, -2, 1005
-23, -2, 1005
-25, -1, 1007
-20, -4, 1005
-31, 0, 1009
-25, -3, 1006
-25, -3, 1006
-26, -2, 1005
-24, -2, 1006
-22, 0, 1007
-29, -1, 1007
-25, 0, 1007
-25, 0, 1007
-25, -2, 1006
-25, -1, 1006
-24, -1, 1006
-24, -2, 1007
-24, -2, 1007
-28, -3, 1007
