-,-,-
-21, 6, 1027
-30, -11, 980
-26, 0, 1007
-26, 0, 1007
0, 10, 1006
-42, -9, 1005
-20, 3, 1006
-26, -5, 1005
-26, -5, 1005
-38, -9, 1006
-25, -1, 1005
-25, -2, 1006
-24, 0, 1006
-24, 0, 1006
-25, -1, 1006
-25, -1, 1006
-24, -1, 1005
-25, -2, 1007
-24, -2, 1005
-24, -2, 1005
-24, -2, 1006
-25, -1, 1006
-24, 0, 1009
-1, 9, 1005
-1, 9, 1005
-31, -3, 1005
-,-,-
-17, 3, 999
-34, -6, 1002
-34, -6, 1002
-25, -2, 1006
-25, -1, 1006
-25, -2, 1006
-25, -2, 1005
-5, 1, 1007
-5, 1, 1007
-42, -5, 1006
-27, -2, 1005
-19, 0, 1006
-19, 0, 1006
-1, -1, 1007
-41, 0, 1006
-18, -1, 1005
-18, -1, 1005
-44, -6, 1006
-27, -2, 1006
-25, -2, 1007
-25, -1, 1005
-25, -1, 1007
-25, -1, 1007
-25, -2, 1006
-25, -2, 1006
-25, -2, 1007
-25, -2, 1007
-25, -1, 1006
-25, -1, 1006
-25, -2, 1006
-25, -2, 1006
-2, 3, 1007
-49, -7, 1007
-,-,-
-24, 0, 1007
-26, -2, 991
-26, -3, 1010
-24, -2, 1008
-25, -2, 1007
-25, -2, 1007
-24, -2, 1008
-26, -1, 1006
-26, -1, 1007
-25, -2, 1007
-25, -2, 1007
-25, -2, 1006
-24, -3, 1008
-25, -2, 1007
-25, -1, 1006
-25, -1, 1006
-25, -1, 1006
-26, -2, 1007
-25, -2, 1007
-24, -2, 1006
-25, -2, 1007
-25, -1, 1007
-25, -1, 1007
-25, -2, 1007
-25, -1, 1006
-25, -1, 1007
-25, -1, 1006
-25, -1, 1006
-24, -2, 1006
-24, -1, 1007
-25, -2, 1007
-24, -3, 1006
-,-,-
-25, -3, 1007
-25, -2, 988
-25, -1, 1006
-26, -2, 1006
-26, -2, 1006
-25, -1, 1007
-25, -1, 1007
-6, -2, 1004
-27, 1, 1008
-27, 1, 1008
-37, -3, 1006
-30, -3, 1007
-26, -2, 1008
-25, -2, 1006
-25, -1, 1006
-25, -1, 1006
-25, -2, 1007
-25, -2, 1006
-25, -1, 1006
-24, -1, 1007
-24, -1, 1007
-26, -2, 1006
-25, -2, 1006
