-,-,-
-26, -1, 1006
-26, -1, 1006
-25, 0, 1010
-27, 2, 1006
-25, -3, 1010
-24, 0, 1009
-24, 0, 1009
-25, 0, 1007
-25, -1, 1008
-26, 0, 1008
-26, 0, 1008
-25, 0, 1009
-24, 0, 1008
-24, -2, 1010
-27, 0, 1008
-27, 0, 1008
-24, 0, 1008
-25, 0, 1008
-25, 0, 1009
-25, 0, 1009
-25, 0, 1009
-24, 1, 1007
-28, 5, 1010
-28, 5, 1010
-32, 42, 1009
-17, -48, 1006
-24, -2, 1008
-25, 0, 1009
-25, 0, 1008
-25, 0, 1008
-25, 0, 1010
-26, 0, 1009
-26, 0, 1008
-26, 0, 1008
-25, -1, 1009
-26, 0, 1008
-24, 0, 1010
-25, 0, 1008
-25, 0, 1008
-25, 0, 1008
-26, 0, 1009
-25, 0, 1010
-,-,-
-21, 2, 1009
-29, -2, 1003
-29, -2, 1003
-26, 0, 1010
-26, 0, 1008
-26, -1, 1010
-24, -3, 1007
-24, -3, 1007
-27, 0, 1009
-36, -9, 1011
-14, 10, 1007
-25, 0, 1009
-25, 0, 1009
-25, 0, 1008
-25, 0, 1010
-25, 0, 1009
-26, -1, 1010
-26, -1, 1010
-23, 0, 1008
-25, 0, 1009
-25, 0, 1009
-25, 0, 1008
-25, 0, 1008
-23, -1, 1008
-27, 2, 1010
-4, 18, 1010
-4, 18, 1010
-44, 9, 1008
-30, -4, 1011
-23, -25, 1008
-26, -1, 1009
-26, -1, 1009
-24, 0, 1009
-24, -1, 1007
-25, -1, 1010
-26, 0, 1010
-26, 0, 1010
-25, 0, 1008
-24, 0, 1008
-25, 0, 1010
-26, 0, 1009
-26, 0, 1009
-25, -1, 1009
-26, -1, 1009
-22, -2, 1009
-28, 1, 1008
-28, 1, 1008
-,-,-
-25, 0, 996
-25, 0, 996
-26, -2, 1004
-24, 1, 1009
-23, 6, 1009
-23, 6, 1009
-26, -7, 1009
-26, 0, 1010
-25, 0, 1008
-24, 0, 1008
-24, 0, 1008
-25, 0, 1010
-26, -1, 1010
-26, -1, 1010
-25, -1, 1009
-25, -1, 1009
-26, 0, 1008
-25, 0, 1008
-25, 0, 1010
-25, 0, 1009
-25, 0, 1009
-26, -1, 1008
-25, -1, 1009
-25, 0, 1008
-25, 0, 1008
-26, 0, 1010
-24, 0, 1008
-25, 1, 1009
-2, 69, 1008
-2, 69, 1008
-44, -31, 1009
-32, -21, 1009
-22, -18, 1008
-24, 0, 1008
-24, 0, 1008
-24, 0, 1008
-26, 0, 1008
-26, 0, 1008
-25, 0, 1008
-25, 0, 1008
-25, 0, 1009
-24, -1, 1009
-26, 0, 1007
-26, 0, 1007
-26, -1, 1010
-26, 0, 1009
-26, 0, 1009
-43, -57, 1005
-,-,-
-26, 0, 997
-26, 0, 997
-25, 0, 1009
-25, 0, 1009
-25, 0, 1009
-25, 0, 1008
-26, 0, 1008
-27, -1, 1008
-25, -1, 1008
-25, -1, 1008
-25, 0, 1008
-24, 0, 1010
-26, 0, 1010
-25, 0, 1008
-25, 0, 1008
-24, 0, 1008
-25, 1, 1009
-25, -1, 1008
-25, -1, 1008
-25, -1, 1008
-25, 0, 1008
-25, 0, 1008
-25, 0, 1008
-25, 0, 1008
-24, 0, 1007
-26, 0, 1010
-27, 63, 1008
-34, -34, 1009
-34, -34, 1009
-15, -32, 1008
-25, -1, 1009
-24, 0, 1007
-25, 0, 1009
-25, -1, 1008
-25, -1, 1008
-26, 0, 1009
-24, 0, 1009
-24, 0, 1007
-24, 0, 1007
-25, -1, 1009
-25, 0, 1008
-26, 0, 1008
-25, 0, 1009
-25, 0, 1009
-25, -1, 1009
-26, -1, 1008
-28, 3, 1008
-,-,-
-68, 5, 1007
3, 5, 987
3, 5, 987
-8, -6, 1008
-27, -2, 1009
-27, -2, 1009
-25, -2, 1008
-25, -1, 1007
-25, -1, 1008
-25, 0, 1008
-25, 0, 1008
-24, 0, 1010
-25, 0, 1008
-25, 1, 1008
-25, 0, 1008
-25, 0, 1008
-25, -1, 1008
-25, -1, 1007
-25, 0, 1008
-25, 0, 1008
-25, 0, 1009
-26, 0, 1006
-24, 0, 1008
-25, 0, 1009
-25, 0, 1009
-24, 0, 1008
-25, 0, 1007
-25, 3, 1008
-25, 3, 1008
-24, 8, 1009
-27, -5, 1010
-26, -8, 1007
-25, -1, 1008
-25, -1, 1008
-24, 0, 1008
-25, 0, 1008
-24, 0, 1007
-25, 0, 1009
-25, 0, 1009
-26, 0, 1008
-25, 0, 1008
-26, 0, 1008
-26, 0, 1008
-26, 0, 1009
-25, 0, 1007
-,-,-
-23, 0, 1015
-26, 1, 1002
-26, 1, 1002
-25, 0, 1007
-26, 0, 1008
-25, -1, 1008
-26, -2, 1007
-26, -2, 1007
-25, 0, 1008
-25, 0, 1008
-25, 0, 1008
-25, 0, 1008
-26, 0, 1008
-25, 0, 1008
-26, 0, 1008
-26, 0, 1008
-26, 0, 1008
-25, 0, 1008
-25, 0, 1007
-25, 0, 1008
-25, 0, 1008
-26, 0, 1008
-25, 0, 1009
-26, 11, 1009
-26, 11, 1009
-24, 20, 1006
-27, -19, 1009
-26, -12, 1008
-23, -4, 1007
-25, 0, 1009
-25, 0, 1009
-25, 0, 1009
-24, 0, 1008
-26, 0, 1007
-25, 0, 1008
-25, 0, 1008
-25, -1, 1008
-25, -1, 1007
-25, 0, 1007
-24, 0, 1005
-24, 0, 1005
-26, 0, 1006
-27, 0, 1006
-,-,-
-31, -5, 985
-31, -5, 985
-18, 5, 1006
-26, 0, 1007
-25, 0, 1006
